id,title,incident_on,min_lon,min_lat,max_lon,max_lat
82769,Landslide at Ichchhyakamana Rural Municipality-4,24-09-2025,84.57617873,27.84740593,84.63114024,27.88054389
82746,"Landslide at Goganpani , Aandhikhola Rural Municipality-5",23-09-2025,83.80404604,28.13827806,83.85696306,28.17745175
82747,Landslide at Changunarayan Municipality-4,23-09-2025,85.40998049,27.70370935,85.45524012,27.72805063
82748,Landslide at Phaktanglung Rural Municipality-6,23-09-2025,87.71183495,27.49151796,88.20166777,27.90595938
82735,"Landslide at Mokten , Dhankuta Municipality-2",22-09-2025,87.32946555,26.98687752,87.3796788,27.0493181
82744,"Landslide at Sisne Khola , Banfikot Rural Municipality-6",22-09-2025,82.42511763,28.69332702,82.46256074,28.74604354
82708,Landslide at Shankharapur Municipality-8,21-09-2025,85.4477506,27.73234367,85.47317451,27.76500561
82709,Landslide at Ichchhyakamana Rural Municipality-5,21-09-2025,84.55685995,27.82682401,84.60442033,27.86350749
82720,Landslide at Gosaikunda Rural Municipality-3,21-09-2025,85.34167317,28.15107955,85.43920571,28.23202002
82723,Landslide at Rainadevi Chhahara Rural Municipality-8,21-09-2025,83.23104023,27.75620616,83.31009829,27.83201799
82691,Landslide at Purbakhola Rural Municipality-3,20-09-2025,83.75869757,27.79574427,83.82438753,27.83900501
82692,Landslide at Nechasalyan Rural Municipality-6,20-09-2025,86.5493195,27.39750117,86.63123672,27.44798225
82694,Landslide at Meringden Rural Municipality-5,20-09-2025,87.52279122,27.42408313,87.61531963,27.46163509
82722,Landslide at Siddhicharan Municipality-7,20-09-2025,86.47179822,27.33983651,86.53244961,27.38918403
82687,"Landslide at Harikaun , Budhiganga Municipality-1",19-09-2025,81.35611311,29.3895507,81.39393168,29.41972593
82693,"Landslide at Nayakharka , Marsyangdi Rural Municipality-7",19-09-2025,84.38844356,28.28122197,84.61669057,28.47810652
82654,Landslide at Ichchhyakamana Rural Municipality-5,18-09-2025,84.55685995,27.82682401,84.60442033,27.86350749
82665,Landslide at Maiwakhola Rural Municipality-6,18-09-2025,87.44444377,27.36893319,87.55002724,27.48076256
82689,"Landslide at Siureni , Belkotgadhi Municipality-9",18-09-2025,85.09238833,27.81213034,85.13768449,27.85955873
82617,"Landslide at Dhitung , Halesi Tuwachung Municipality-8",17-09-2025,86.62342677,27.11547035,86.67901062,27.20068573
82624,Landslide at Banfikot Rural Municipality-10,17-09-2025,82.3993533,28.64238801,82.44765529,28.68903438
82629,Landslide at Shuklagandaki Municipality-7,17-09-2025,84.08358483,28.00648485,84.12105171,28.03978064
82635,Landslide at Annapurna Rural Municipality-4,17-09-2025,83.63590757,28.46956057,83.87158828,28.69325707
82656,Landslide at Rambha Rural Municipality-1,17-09-2025,83.6545574,27.87426359,83.75718593,27.92752493
82596,"Landslide at Namsi Bridge , Ichchhyakamana Rural Municipality-6",16-09-2025,84.49429017,27.77624768,84.58991335,27.83920784
82597,Landslide at Ichchhyakamana Rural Municipality-5,16-09-2025,84.55685995,27.82682401,84.60442033,27.86350749
82604,Landslide at Falelung Rural Municipality-3,16-09-2025,87.88400528,27.18130086,88.01563673,27.24440005
